Company	Page	Claim_Text	ESG_Type	Claim_Type	Evidence_Exists	Risk_Signal	Audit_Verdict	Audit_Category	Audit_ESG	Audit_ClaimType	Audit_Notes
Unilever	56	The COBP and Code Policies set out that Unilever will not retaliate against employees who raise issues, and that any attempted or actual retaliatory action by employees is in itself considered a Code breach.	S	Future Promise	No	Unsubstantiated	non_claim	policy_content	G	NA	describes what policies set out
Unilever	56	This approach to non-retaliation is emphasised in global employee training sessions.	S	Vague	No	Vague	non_claim	activity_report	G	NA	training content, no outcome
Unilever	56	Business Integrity ensures that investigations are timely, objective and impartial.	G	Vague	No	Vague	non_claim	governance_role	G	NA	function role description
Unilever	56	Where appropriate and possible, we aim to provide transparency on the investigation’s progress and anticipated completion.	G	Future Promise	No	Unsubstantiated	claim	genuine_commitment	G	Future Promise	heavily hedged process commitment
Unilever	56	New suppliers that do not declare compliance with requirements of the RPP are not onboarded, and Unilever will not conduct business with them.	G	Future Promise	No	Unsubstantiated	claim	genuine_property	G	Vague	categorical supplier gate, unquantified
Unilever	56	We also encourage suppliers to share feedback to help us improve our programmes and governance processes, embracing partnership in areas where we can collaborate in a pre-competitive environment to address endemic issues in our industries.	G	Vague	No	Vague	non_claim	activity_report	G	NA	engagement activity, no outcome
Unilever	57	For over 40 years, we have been working to eliminate animal testing without compromising on safety.	S	Vague	No	Vague	claim	genuine_property	S	Vague	long-running effort asserted, unmeasured
Unilever	57	We work with suppliers, government authorities and non-governmental organisations (NGOs) globally to increase the acceptance and use of non-animal approaches for regulatory compliance purposes.	G	Vague	No	Vague	non_claim	activity_report	S	NA	collaboration activity, no outcome
Unilever	57	People for the Ethical Treatment of Animals (PETA) lists Unilever as a ‘company working for regulatory change’ in recognition of our ongoing work on alternatives to animal testing and our commitment to promoting their adoption worldwide.	G	Vague	No	Vague	claim	genuine_result	S	Strong	verifiable third-party recognition
Unilever	57	Unilever’s Responsible Sourcing and Business Partnering Code Policy underpins this approach, setting out the responsibilities of employees to ensure that third parties are subject to our RPP policies and controls.	S	Vague	No	Vague	non_claim	policy_content	G	NA	policy sets out responsibilities
Unilever	57	All potential material cases of corruption and bribery related to public officials are reported to our Chief Legal Officer and Chief Business Integrity Officer, who oversee investigations.	G	Vague	No	Vague	non_claim	governance_role	G	NA	escalation procedure description
Unilever	57	METRICS AND TARGETS Incidents of corruption or bribery There have been no incidents of corruption or bribery resulting in convictions or fines for Unilever Group companies due to violation of applicable anti-corruption and anti-bribery laws in 2025.	G	Future Promise	No	Unsubstantiated	claim	genuine_result	G	Strong	zero-incident metric, achieved
Unilever	57	In addition, there have been no deferred prosecution agreements or other significant enforcement activities involving Unilever Group companies in 2025 that required us to take actions to address breaches in procedures and standards of anti-corruption and anti-bribery.	G	Vague	No	Vague	claim	genuine_result	G	Strong	zero enforcement actions, achieved
Unilever	57	All Unilever Executive and Non-Executive Directors have confirmed that they have not made any political contributions on behalf of Unilever in 2025, and we do not have any reported cases of breaches with the Political Activities & Political Donations Code Policy.	G	Vague	No	Vague	claim	genuine_result	G	Strong	zero contributions and breaches, verifiable
Unilever	58	Unilever’s main positions are that governments should raise national climate ambition, scale up renewable energy and non-fossil chemical feedstocks, and phase out fossil fuels, including fossil fuel subsidies.	E	Future Promise	No	Unsubstantiated	non_claim	advocacy_opinion	E	NA	position on what governments should do
Unilever	58	■Product regulations and claims: composition and sourcing transparency ■Increased activism, legal or non- compliance costs resulting from biodiversity degradation and loss Plastic pollution Unilever supports public policy that aligns with our approach to reducing packaging waste and creating a circular economy.	E	Future Promise	No	Unsubstantiated	non_claim	advocacy_opinion	E	NA	table fragments plus policy-support statement
Unilever	58	Unilever also supports the introduction of packaging design rules and recycled content targets that will help increase recycling rates.	E	Future Promise	No	Unsubstantiated	non_claim	advocacy_opinion	E	NA	supports external policy, not own conduct
Unilever	58	Unilever strongly advocated for a legally binding UN treaty to end plastic pollution, which would help harmonise regulatory standards and policies across markets through global rules and mandatory targets.	E	Future Promise	No	Unsubstantiated	non_claim	advocacy_opinion	E	NA	reports own advocacy, no outcome
Unilever	58	We aim to have less complex regulations that promote ‘safe by design’ innovation and the highest standards of human health and environmental protection.	E	Future Promise	No	Unsubstantiated	non_claim	advocacy_opinion	E	NA	aspiration about regulation, not own conduct
